X;Y;osm_id;name;operator;accepts_bottle;indoor;offers_cold_water;offers_warm_water;offers_hot_water;fee;description;com_insee;com_nom
5.1099838;45.7522542003792;node/9648072011;;;;;;;;no;;"38197";Janneyrias
5.7058578;45.2022142004477;node/9657898163;;;;;;;;;;"38185";Grenoble
5.7066396;45.2023214004477;node/9657898165;;;;;;;;;;"38185";Grenoble
5.7068002;45.2026713004476;node/9657898166;;;;;;;;;;"38185";Grenoble
5.3389956;45.8526793003647;node/9662587563;;;yes;;;;;;;"38026";La Balme-les-Grottes
4.8695018;45.5216081004101;node/9673872356;;;;;;;;;;"38544";Vienne
5.7063165;45.1911533004489;node/9674301617;;;;;;;;;;"38185";Grenoble
5.7561851;45.1104023004573;node/9676940882;;;yes;;;;;no;;"38200";Jarrie
5.6494251;45.0475496004636;node/9688150105;;;;;;;;;;"38545";Vif
5.726564;45.1629554004519;node/9695009517;;;;;;;;;;"38185";Grenoble
5.7279375;45.1632094004518;node/9695043317;;;;;;;;;;"38185";Grenoble
5.9525515;45.3040761004364;node/9707102407;;;;;;;;;;"38501";Tencin
5.726093;45.161582200452;node/9711193518;;;yes;;;;;no;;"38185";Grenoble
5.7202664;45.1624585004519;node/9711193719;;;yes;;;;;no;;"38185";Grenoble
5.6365992;45.298225100437;node/9722227459;;;;;;;;;;"38565";Voreppe
5.823177;45.1569319004525;node/9725569017;;;;;;;;;;"38422";Saint-Martin-d'Uriage
5.8383856;45.2021352004477;node/9726062293;;;;;;;;;;"38150";Domène
5.7186518;45.1623394004519;node/9734162131;;;yes;;;;;;;"38185";Grenoble
5.6334087;45.2979652004371;node/9737100248;;;;;;;;;;"38565";Voreppe
5.643644;45.2881311004382;node/9743860884;;;;;;;;;;"38565";Voreppe
4.8552443;45.5092607004117;node/9744137314;;;;;;;;;;"38544";Vienne
5.8619733;45.3108265004356;node/9754828249;Source des Terreaux;;;;;;;;;"38395";Plateau-des-Petites-Roches
5.8254148;45.1006230004583;node/9758085695;;;;;;;;;;"38528";Vaulnaveys-le-Bas
5.8689666;45.033612400465;node/9760023834;;;;;;;;;;"38264";La Morte
5.9700742;45.4788887004155;node/9760283463;;;;;;;;;;"38075";Chapareillan
5.6132447;45.012948300467;node/9764651217;;;;;;;;;;"38187";Le Gua
6.0179564;45.0343608004649;node/9781373413;;;;;;;;;;"38551";Villard-Reymond
5.9892529;45.4612209004177;node/9783306187;;;;;;;;;;"38075";Chapareillan
5.7899032;45.2125014004466;node/9787520318;;;;;;;;;;"38229";Meylan
5.7831133;45.1180914004565;node/9788674483;;;;;;;;;;"38059";Brié-et-Angonnes
5.7772045;44.9538921004726;node/9790564918;;;;;;;;;;"38304";Pierre-Châtel
5.7678447;45.2058021004473;node/9791107756;;;yes;;;;;no;;"38229";Meylan
5.7056349;45.1766746004504;node/9799273819;;;;;;;;;;"38185";Grenoble
5.7114717;45.1732662004508;node/9800675517;;;;;;;;;;"38185";Grenoble
5.7812369;45.2613321004412;node/980246335;;;;;;;;;;"38471";Le Sappey-en-Chartreuse
5.8168817;45.3447617004317;node/9802635872;;;yes;;;;;no;;"38442";Saint-Pierre-de-Chartreuse
5.5883305;44.9555031004724;node/9803536557;Fontaine;;;;;;;;;"38391";Saint-Guillaume
5.6147092;45.0154037004668;node/9803544912;;;;;;;;;;"38187";Le Gua
5.5905365;44.9550569004725;node/9803549992;Fontaine;;;;;;;;;"38391";Saint-Guillaume
5.7279031;45.1905503004489;node/9807341850;;;;;;;;;;"38185";Grenoble
5.5790834;45.0612904004623;node/9809172601;Fontaine de Magdelen;;yes;;;;;;;"38548";Villard-de-Lans
6.0441115;45.0673049004617;node/9811036917;;;;;;;;;;"38177";La Garde
6.057488;45.0813512004603;node/9811188019;;;;;;;;;;"38191";Huez
5.932096;44.8164284004847;node/9812256422;;;;;;;;;;"38128";Corps
5.6343519;45.2920546004377;node/9812427095;;;;;;;;;;"38565";Voreppe
5.9447252;45.3164999004349;node/9813228515;;;;;;;;;;"38503";La Terrasse
5.6898255;45.1721816004509;node/9817423517;;;;;;;;;;"38485";Seyssinet-Pariset
5.7361719;45.190292900449;node/9819978217;;;;;;;;;;"38185";Grenoble
5.7818344;45.2672202004405;node/982613399;;;;;;;;;;"38471";Le Sappey-en-Chartreuse
5.7828244;45.2672847004405;node/982613565;;;;;;;;;;"38471";Le Sappey-en-Chartreuse
5.7861992;45.1950312004484;node/9831408282;;;;;;;;;;"38229";Meylan
5.7498195;45.1480012004535;node/984501932;Eau;;;;;;;;;"38158";Eybens
5.7233127;45.1669169004514;node/9854328944;;;;;;;;;;"38185";Grenoble
5.7341193;45.1972982004482;node/9855424944;;;yes;;;;;no;;"38185";Grenoble
5.1844348;45.614579900398;node/9859042539;;;;;;;;;;"38530";Vaulx-Milieu
5.6884733;45.3822766004273;node/9859713613;;;;;;;;;;"38405";Saint-Joseph-de-Rivière
5.7927113;45.1825592004498;node/9874594742;;;;;;;;no;;"38179";Gières
5.6457008;45.0240925004659;node/9876988666;;;;;;;;;;"38187";Le Gua
6.0380639;45.0596101004624;node/9877411672;;;;;;;;;;"38052";Le Bourg-d'Oisans
5.773561;45.4387624004205;node/9879328243;;;;;;;;;;"38376";Saint-Christophe-sur-Guiers
5.9269616;44.9337056004744;node/9880674973;Source;;;;;;;;;"38073";Chantepérier
4.9863489;45.401323900425;node/9883393462;;;;;;;;;;"38240";Moissieu-sur-Dolon
5.4049166;45.2103206004468;node/9887759382;;;;;;;;;;"38559";Vinay
5.4051378;45.2111403004467;node/9887789145;;;;;;;;;;"38559";Vinay
5.7686296;44.7471638004904;node/9891494834;;;;;;;;;;"38514";Tréminis
4.9114875;45.5861627004018;node/9891508843;;;;;;;;no;;"38558";Villette-de-Vienne
5.7767341;45.1493661004533;node/9893664224;;;;;;;;;;"38309";Poisat
6.123212;45.3282817004336;node/9894023753;;;yes;;;;;no;;"38163";Le Haut-Bréda
5.4436049;45.7867185003743;node/9895975640;;;;;;;;;;"38054";Bouvesse-Quirieu
5.4221941;45.7202662003836;node/9897060438;;;;;;;;;;"38135";Courtenay
6.0316488;45.0546626004629;node/9897451998;;;;;;;;;;"38052";Le Bourg-d'Oisans
6.0442236;45.0671993004617;node/9897661508;;;;;;;;;;"38177";La Garde
6.0458754;45.0687976004615;node/9897691117;;;;;;;;;;"38177";La Garde
5.3212221;45.6866350003883;node/9899705917;Point d'eau potable (sur la fontaine);;;;;;;;;"38515";Trept
5.8980568;45.2110920004467;node/9899775196;;;yes;;;;;no;;"38120";La Combe-de-Lancey
5.8976242;45.227058300445;node/9899792421;;;;;;;;;;"38120";La Combe-de-Lancey
5.898106;45.2257162004451;node/9899792422;;;;;;;;;;"38120";La Combe-de-Lancey
5.9677098;45.1923171004487;node/9900781911;;;;;;;;;;"38350";Sainte-Agnès
5.7599572;45.0282268004655;node/9902119434;;;;;;;;;;"38402";Saint-Jean-de-Vaulx
5.9906002;44.917026500476;node/9903323504;Source Forestière de la Combe des Drayes;;;;;;;;;"38073";Chantepérier
4.917824;45.5580258004054;node/9903711576;;;;;;;;;;"38484";Serpaize
5.7799442;44.9593318004721;node/9904647015;;;;;;;;;;"38304";Pierre-Châtel
5.7834207;44.9118931004764;node/9908064669;;;;;;;;no;;"38269";La Mure
6.0973365;44.9530452004727;node/9909822384;;;;;;;;;;"38253";Les Deux Alpes
6.1494679;44.9650833004715;node/9909822385;;;;;;;;;;"38375";Saint-Christophe-en-Oisans
6.1646356;44.9683144004712;node/9909822386;;;;;;;;;;"38375";Saint-Christophe-en-Oisans
5.9013239;44.7746053004882;node/9910595845;;;;;;;;;;"38299";Pellafol
5.9319786;45.2692692004403;node/9914923904;;;;;;;;;;"38175";Froges
5.8547193;45.053533000463;node/9915120750;;;;;;;;;;"38212";Livet-et-Gavet
6.3324455;44.9043720004771;node/9918352184;;;;;;;;;;"38375";Saint-Christophe-en-Oisans
6.3250274;44.9015121004774;node/9918356331;;;;;;;;;;"38375";Saint-Christophe-en-Oisans
6.3013906;44.9236399004754;node/9918427655;;;;;;;;;;"38375";Saint-Christophe-en-Oisans
5.7216401;44.9655096004715;node/9922560118;;;;;;;;;;"38266";La Motte-Saint-Martin
5.720997;44.9640870004716;node/9922560317;;;;;;;;;;"38266";La Motte-Saint-Martin
6.0765509;45.3920856004261;node/9923229988;;;;;;;;;;"38006";Allevard
5.7640249;44.8928434004781;node/9923825716;;;;;;;;;;"38326";Prunières
5.7255774;45.1680158004513;node/9927589015;;;;;;;;;;"38185";Grenoble
5.6996875;45.1491985004533;node/9929530776;;;;;;;;;;"38151";Échirolles
5.5547921;45.0748478004609;node/9932287331;;;;;;;;;;"38548";Villard-de-Lans
5.1853672;45.3410250004321;node/9933122624;;;;;;;;;;"38218";Marcilloles
5.5514985;45.0705942004614;node/9936946064;;;;;;;;;;"38548";Villard-de-Lans
5.7354331;45.1651160004516;node/9943098187;;;;;;;;;;"38185";Grenoble
5.7348385;45.1702342004511;node/9943098188;;;;;;;;;;"38185";Grenoble
5.2641456;45.0793716004605;node/9948448285;;;;;;;;;;"38394";Saint-Hilaire-du-Rosier
5.2436895;45.0710382004613;node/9949391198;;;;;;;;no;;"38394";Saint-Hilaire-du-Rosier
6.0433009;45.132827900455;node/9949928633;;;;;;;;;;"38005";Allemond
5.7579438;45.2736581004398;node/9950751362;;;;;;;;;;"38472";Sarcenas
6.0822061;45.2399227004436;node/9950809309;Drinking water;;;;;;;;;"38163";Le Haut-Bréda
5.7893699;44.9069838004769;node/9950852866;;;;;;;;;;"38269";La Mure
5.7347466;45.2618160004411;node/9952843350;;;;;;;;;;"38328";Quaix-en-Chartreuse
6.095929;45.2712702004401;node/9954017735;;;;;;;;;;"38163";Le Haut-Bréda
5.6376837;44.788561500487;node/9954454109;;;;;;;;;;"38243";Monestier-du-Percy
6.0729883;45.281214900439;node/9955800155;;;;;;;;;;"38163";Le Haut-Bréda
5.7490843;45.170979300451;node/9955801866;;;;;;;;;;"38185";Grenoble
5.1577011;45.6111721003985;node/9956797054;;;;;;;;;;"38553";Villefontaine
6.0558592;45.3745805004282;node/9957173815;;;;;;;;;;"38439";Crêts-en-Belledonne
5.9327416;45.1853380004495;node/9958742429;Source Reneuve;;;;;;;;;"38120";La Combe-de-Lancey
5.7370392;45.1659896004516;node/9961662337;;;;;;;;;;"38185";Grenoble
5.7376636;45.1653147004516;node/9961662342;;;;;;;;;;"38185";Grenoble
5.1916573;45.5862282004018;node/9965493949;;;;;;;;;Lavabo dans les toilettes publiques;"38172";Four
5.1916581;45.5862326004018;node/9965493950;;;;;;;;no;;"38172";Four
6.085876;45.3185589004347;node/9967065716;;;;;;;;;;"38163";Le Haut-Bréda
6.1103333;45.3328121004331;node/9967081679;;;;;;;;;;"38163";Le Haut-Bréda
6.1353333;45.3141059004352;node/9967107032;;;;;;;;;;"38163";Le Haut-Bréda
5.2361602;45.7159286003842;node/9972381344;;;yes;;;;;;;"38554";Villemoirieu
5.7454645;45.1478158004535;node/9972726721;;;;;;;;;;"38158";Eybens
5.2673107;45.6032568003995;node/9974378972;;;;;;;;;;"38053";Bourgoin-Jallieu
5.5273927;45.3435515004318;node/9977022850;;;;;;;;;;"38084";Charnècles
6.1158421;44.9871484004695;node/9985945437;;;;;;;;;;"38253";Les Deux Alpes
6.0207047;45.2236340004453;node/9986014546;;;;;;;;;;"38206";Laval-en-Belledonne
5.9998172;45.3007493004367;node/9986077782;;;;;;;;;;"38504";Theys
5.9174075;45.3102387004357;node/9997493051;;;yes;;;;;no;;"38214";Lumbin
5.73644676416717;45.1864291997072;relation/80393;Hôtel de ville de Grenoble;;;;;;;;;"38185";Grenoble
5.08156953243482;45.6633218084823;way/1087927129;;;;;;;;no;;"38184";Grenay
5.66883661562472;45.1245187362991;way/1093515315;;;;;;;;;;"38111";Claix
6.13209746735281;45.0362086778189;way/141774276;;;;;;;;no;;"38253";Les Deux Alpes
6.02505330000163;45.1524835504608;way/143251150;Cabane du Chazeau;;;;;;;no;1 Poêle + Panneau Solaire;"38005";Allemond
5.75174869536498;44.8185051078263;way/149424779;;;;;;;;;;"38226";Mens
6.21358851467432;45.0575951303243;way/149642516;Chalets Du Fay;Madeleine Vénéra;;;;;;;;"38237";Mizoën
5.75110468629043;45.2057226929461;way/150134291;Musée Hébert;;;;;;;no;;"38516";La Tronche
5.66374934489399;44.7643901719738;way/150850275;;;;;;;;;;"38424";Saint-Maurice-en-Trièves
4.7708642500002;45.4408333004225;way/158556551;;;;;;;;;;"38378";Saint-Clair-du-Rhône
4.7954829378199;45.3714871990571;way/158705415;;SNCF;;;;;;;Accessible depuis le quai;"38298";Le Péage-de-Roussillon
5.2109869609633;45.6136806956735;way/172008590;;;;;;;;no;;"38193";L'Isle-d'Abeau
6.01048744999996;45.1714258504568;way/181772605;Chalet de Rif Premier;;;;;;;no;1 Poêle;"38005";Allemond
5.64622391084873;45.3788341565847;way/188643794;;;;;;;;;;"38383";Saint-Étienne-de-Crossey
5.4065900101465;45.2381047629201;way/217398465;;;;;;;;;;"38278";Notre-Dame-de-l'Osier
6.11655564283047;44.9901446718967;way/219611620;;;;;;;;no;;"38253";Les Deux Alpes
6.10833184999999;45.3156228004491;way/219688005;Chalet Hippolyte Chassande-Baroz;;;;;;;no;1 Poêle + 6 matelas + 2 tapis de sol + couverture. Islolatiàn ok au RDC;"38163";Le Haut-Bréda
5.63768816200901;44.7885801838623;way/224457530;;;;;;;;no;;"38243";Monestier-du-Percy
5.67184512497981;44.9040160815786;way/224473291;;;;;;;;;;"38513";Treffort
5.6717082970593;44.9068759572185;way/224473377;;;;;;;;;;"38513";Treffort
5.69574791807299;45.3353857753896;way/225143489;Cabane de Jusson;;;;;;;no;;"38407";La Sure en Chartreuse
6.05224425000071;44.8605795004971;way/225165931;;;;;;;;;;"38522";Valjouffrey
5.79791445000009;44.847729600483;way/225386148;;;;;;;;;;"38456";Châtel-en-Trièves
5.50827613612139;45.3659295475434;way/230010410;;;;;;;;no;;"38331";Réaumont
6.10703984999999;45.1417108004651;way/232342877;Refuge de la Fare;;;;;;;yes;;"38289";Oz
5.69755386244718;45.3015635449656;way/232732685;Refuge des Bannettes;;;;;;;no;;"38407";La Sure en Chartreuse
5.83797337806368;45.1522262933796;way/255308805;;;;;;;;;;"38422";Saint-Martin-d'Uriage
5.49723059999988;45.3122093004396;way/330851053;;;;;;;;;;"38517";Tullins
5.70692987238856;45.3235042597952;way/34315828;Refuge d'Hurtières;;;;;;;no;;"38407";La Sure en Chartreuse
5.73320467537908;45.1920589175011;way/35074179;Le Thé à Coudre;;;;;;;;"Salon de thé & atelier (tricot, couture…)";"38185";Grenoble
5.39204940000009;45.1928594504554;way/367484765;;;;;;;;no;;"38033";Beaulieu
5.7230786575883;45.1838604594196;way/398056921;;;;room;;;;no;;"38185";Grenoble
5.72331610696975;45.183950628466;way/398056924;;;;room;;;;no;;"38185";Grenoble
5.72257945346159;45.1833617306329;way/398056928;Ayako Sushi;;;room;;;;;;"38185";Grenoble
5.64121563403068;45.5702747498585;way/43333690;;;;;;;;;;"38343";Romagnieu
5.67065519999985;44.9105838004771;way/441533354;;;;;;;;;;"38513";Treffort
4.78120619111322;45.3118075330718;way/455178958;;;;;;;;no;;"38349";Sablons
5.83518425842971;45.1443622776553;way/475279268;;;;;;;;no;;"38422";Saint-Martin-d'Uriage
5.835157349591;45.1443543776507;way/475279269;;;;;;;;no;;"38422";Saint-Martin-d'Uriage
6.02970397502133;44.8717228072232;way/496181451;;;;;;;;no;;"38522";Valjouffrey
5.67465291431701;44.8941494313918;way/506287966;;;;;;;;;;"38513";Treffort
5.7582830831616;45.1854555030717;way/506512164;;;;room;;;;no;;"38421";Saint-Martin-d'Hères
5.45739999999993;45.3011296504396;way/538539300;;;;;;;;;;"38517";Tullins
5.73930440564014;45.1713855067607;way/569587277;Maison des habitants Teisseire Malherbe;CCAS de Grenoble;;;;;;;;"38185";Grenoble
6.00726115706498;45.4576960638751;way/569687105;Aire de Chapareillan;;;;;;;;;"38075";Chapareillan
5.89909162737067;45.1867508326942;way/620592576;;;;;;;;;;"38334";Revel
5.51195215559811;44.8054437512763;way/637455279;Refuge de Chaumailloux;;;;;;;no;"2019-06 : C'est un refuge en bois hexagonal. - Une grande table - un poêle au centre mais pas de stock de bois (arbres a proximité), - de grands bat-flancs superposés sans matelas ni couvertures. - 2 scies à bois, - une pelle et un balai";"38103";Chichilianne
6.09599517978493;45.2714095970544;way/64002774;Premier chalet de Combe Madame;;;;;;;;;"38163";Le Haut-Bréda
5.73214860316297;45.1979105998346;way/68283920;La Casemate;;;;;;;yes;;"38185";Grenoble
5.2749062899918;45.5935931192784;way/701954266;;;;;;;;no;;"38053";Bourgoin-Jallieu
5.57525510387227;44.8123648638268;way/704479293;;;;;;;;;;"38103";Chichilianne
5.50735401623595;45.3651799055332;way/71290624;;;;;;;;no;;"38331";Réaumont
5.68270477391369;45.0862091483307;way/74151419;;;;;;;;;;"38524";Varces-Allières-et-Risset
5.6386623348331;44.884663631109;way/862978064;;;;;;;;;;"38342";Roissard
4.76711146396849;45.4539262684142;way/889199666;;;;;;;;no;;"38340";Les Roches-de-Condrieu
5.39263399999978;45.0654766004657;way/942840392;;;;;;;;;;"38108";Choranche
5.56433613499993;45.1863901812611;way/977368992;;;;;;;;;;"38225";Autrans-Méaudre en Vercors
5.8622913638464;45.0226116693428;way/996138172;;;;;;;;no;;"38264";La Morte
